dept,code,group_logo,embed_link,group_name,proponents,main_categ,sub_categ,title,abstract,abstract_raw,sdg
EE,ELE-41,https://drive.google.com/file/d/1Nl51M41CfVCHYWdRQkiObYublgX7iVkM/view?usp=share_link,https://drive.google.com/uc?export=view&id=1Nl51M41CfVCHYWdRQkiObYublgX7iVkM,Synergy,"SEVILLA, Rovenson V., LASTRILLA, Adriano Aldrin Jr. B., CAMAGONG, Danica V., ESCABAL, Hannah Joy B., ENRIQUES, Winzelle Jord O., LABUCAY, Aina Marie M.",Electromechanical,Power Generation and Energy Systems,Energy Generation Performance of ITO Coated Glass Based Dye Sensitized Solar Cell Integrated in Window Blinds,https://drive.google.com/open?id=17ds3FIVJIBQ2m7-KUNnxy9bs_XcSUic5,"Dye-sensitized solar cells(DSSC) have become significant in the field of energy conversion. DSSCs
primarily consist of ITO coated conductive glass, dye, electrolytes, photo anode and counter electrode.
Natural dye is its main component for light absorption. With that, the study utilized leaves that have
chlorophyll and anthocyanin and considered pigments from (a) pineapple crown leaves, (b) muntingia
calabura(Aratiles) leaves and (c) purple potato leaves due to its abundance in the Philippines. The DSSC
will be integrated into venetian blinds, wherein Arduino Mega is used to set commands for its upward
and downward movement, tilting of its panels inward and outward, and using stepper motor and remote
control. As conductive glass is a crucial part of the study, Indium Tin Oxide (ITO) coated glass is used for
its conducting capacity. The titanium dioxide paste in the conductive electrode has been mixed with the
leaves extracts. And the counter electrolyte on the other panel is made of candle flame charcoal. This
research aims to maximize the advantage of the DSSC on energy harvesting. After several experiments
conducted, the researchers decided to use pineapple leaves extract as the essential of this research as it
produces a greater output than the other dyes. Pineapple leaves result with 0.480 V in a 460x50x1.1 mm
size of a panel. The ITO Coated Glass based blinds DSSC is expected to perform better both under
outdoor light conditions and diffused/indoor light conditions.",SDG: Goal 7 : Affordable and Clean Energy
EE,ELE-42,https://drive.google.com/file/d/1pQrql6DZCdqyev5Ck_DLYgSkXwzkKBWY/view?usp=share_link,https://drive.google.com/uc?export=view&id=1pQrql6DZCdqyev5Ck_DLYgSkXwzkKBWY,team DILIG,"PATIÑO, Fairy Charissel T., ACURATO, Alger O., LACIDA, Joesa Mae D., REYES, Simriel L., SY, Jericson",Electromechanical,Smart Agriculture,PV Powered Irrigation and Flood Control Pump System Using Arduino and Sensors,https://drive.google.com/open?id=1gOPmYlsReZ4DzSWhStbvKqf3Dl_6FMiL,"Heavy rains create floods in most low point locations resulting in excessive water exposure on crops.
On the other hand, crops must be monitored and watered on a regular basis during the intense
temperature to prevent them from drying. This study focuses on the development of a dual-purpose
irrigation and flood control system that will benefit the agriculture sector, which has the primary goal
of sustaining water supply and preventing crop damage. The two (2) primary processes are created by
developing and building the machine, which is powered by a photovoltaic (PV) system, Arduino has
been used as the major control component, as well as soil moisture and water level sensors. The
researchers thoroughly conducted tests and experiments in a remote location of 100 sqm. with a
growing plant of Okra (Abelmoschus esculentus). The irrigation test results showed that the water
content flows depend on the distance of the PVC pipe that delivers water from the reservoir to the
plant. Furthermore, data from soil moisture sensors shown and monitored before and after the
irrigation test were averaged. The simulation of flood revealed that the water flows and time intervals
to suction are affected by the motor submersible utilized and the elevation of the area away from the
crop. After examining the data and results, the researchers conclude that the pressure output of the
submersible pump and the design of the PVC pipe can influence the entire system, depending on the
amount of water delivered and the suction.",SDG: Goal 15: Life on Land
EE,ELE-43,https://drive.google.com/file/d/1MXegyHlWMD8O5MtjsyisSU3SZsWlEzkl/view?usp=share_link,https://drive.google.com/uc?export=view&id=1MXegyHlWMD8O5MtjsyisSU3SZsWlEzkl,TEAM GAMAS,"BAGUE, Lydon R., SISON, Piolo Jonel A., Francisco, Gerard Austin A., Magos, Michael Paul B., Montinola, Dann Loid C., Pantanilla, Juancho A., Sampaga, Howard G.",Electromechanical,Industrial Control and Automation,GPS-Guided Autonomous Lawn Mower with Solar Powered Charging Station,https://drive.google.com/file/d/11PS77CZzOLLDXSI_IoEn8gG6T0Mjnffj/view,"Lawn mowers are equipment that are used to uniformly cut grass in fields that are needed to be
maintained such as backyards, gardens, parks, etc. Existing lawn mowers are mostly gas powered and are
human operated by pushing the lawn mower through the field. This job becomes more tedious as the area
to be mown becomes larger. Hence, a system that is unmanned and environmentally friendly is needed. In
this paper, we designed and fabricated an automated lawn mower. An innovation of a device that can cut
grass without the need for human intervention and is powered by solar power through a solar charging
station at a base station for the lawn mower. The autonomous lawn mower features two modes of
operation which are the manual and autonomous mode. The manual mode features controls to operate the
lawn mower. Autonomous mode features a Real-Time Kinematics Global Positioning System (RTK-
GPS) based route planning used to create the pathing and obstacle avoidance of the lawn mower. A phone
application is used to facilitate the operation of the lawn mower. It also has sensors such as rain drop
sensor, ultrasonic sensor, gyroscope, and accelerometer which monitors conditions of the working
environment of the lawn mower. The base station has a solar panel installed which charges the batteries.
The base station also has a secondary RTK-GPS installed to provide correction signals. The finished
prototype was tested, and the automated lawn mower can cut grass using the RTK-GPS routed path
instructions it was given to.","SDG: Goal 9: Industry, Innovation and Infrastructure"
EE,ELE-45,https://drive.google.com/file/d/1XMsNaBye2ccrgbUW0cVDUdsugldV0YRB/view?usp=share_link,https://drive.google.com/uc?export=view&id=1XMsNaBye2ccrgbUW0cVDUdsugldV0YRB,Team Ube,"MERIN, Jovencio V., DELOTAVO, Norvin Michael R., FRANCISCO, Daniel Aaron C., JUSON, Jed Mars R., PEREDA, Argie Ian T., TAÑEDO, Jerico James R., ULANDAY, Paul Robin M.",Electromechanical,Smart Agriculture,"Arduino-Based Automated Purple Yam Jam Mixing, Cooking and Jar Filling Machine",https://drive.google.com/open?id=1d9qeNYxI9iA2NhfoA6rKVIYtjjKjZcHD,"The production of Purple Yam Jam is considered as one of the hardest foods to cook most especially
due to the labor it requires on mixing it due to its consistency. In addition to that, the process is also
time consuming. This then results to a reduced efficiency and productivity for business owners when
it comes to the Purple Yam Jam production. The study aims to create a machine that would aid the
workers in grinding, mixing and transferring the purple yam jam into jars. The automated purple yam
jam is developed by assembling different motors with different functions. It includes an AC geared
motor for mixing, tilting to filler and turn table. DC motors were also used for the trapdoor of the
filling machine and the vibration in order to concentrate the liquid into the hole of the funnel while the
machine tilts itself. A series of limiter switches was also included in order to properly adjust the
degrees of inclination. In addition, a series of solid-state relays were also used on controlling the AC
motors with the Arduino mega as a microcontroller. Finally, a customized induction cooker was also
installed on the machine that is also integrated with the microcontroller. The results showed that the
machine significantly increased the efficiency and productivity of the production of purple yam jam
due to its capability to handle continuous operation.","SDG: Goal 9: Industry, Innovation and Infrastructure."
EE,ELE-46,https://drive.google.com/file/d/1gbRQX97-p1SAtmhn-89bvkJgX9tnGcnF/view?usp=share_link,https://drive.google.com/uc?export=view&id=1gbRQX97-p1SAtmhn-89bvkJgX9tnGcnF,The Apula,"ESPINAS, Edwin O., JANDUSAY, Ronnel Arjay A., DIMACALI, Robie Lyn T., PRESNEDI, Erisse D., RAPIZ, Jhastine A., SEÑORIN, Marc Ivan Joshua B., TAMBA, Vincent B.",Electromechanical,Industrial Control and Automation,Autonomous Unmanned Ground Vehicle with Low Frequency Sonic Fire Extinguisher via Image Processing,https://drive.google.com/open?id=1NVsDIMeRTLyCrgTvb-wV3yrBmHesGG-w,"In recent years, finding quick and environmentally safe ways to put out flames has taken on particular
importance. The acoustic approach to flame suppression is one of the most promising. Since acoustic
waves can travel through solids, liquids, and gases, they can theoretically be used to put out fires of
many types. The technology mentioned can theoretically be used to put out B class fires when gases
or liquids are on fire. The investigations that are now available have only been done with low-power
acoustic extinguishers. Therefore, there is a theoretical and practical void in this area that has to be
filled. As a result of the activities, new methods for putting out fires employing high power
loudspeakers attached to acoustic extinguishers were developed using image processing. The main
goal of this paper is to present the possibilities of using image processing to detect fires as well as the
findings of research on the extinguishing of flames with the use of sine waveforms with Amplitude
Modulation (AM) for several frequencies, which is also a scientific novelty, including the minimum
acoustic power and sound pressure level as a function of a distance from the output of the acoustic
system. Based on this, it was possible to calculate the minimum power sent to the extinguisher and the
minimum sound pressure level that produces the extinguishing effect at specified input parameters –
class A, B, and K fires.","SDG: Goal 9: Industry, Innovation, and Infrastructure"
EE,ELE-47,https://drive.google.com/file/d/1kPM4kEZJ-8v_xjUlXV-qk3jVMLQKx3LK/view?usp=share_link,https://drive.google.com/uc?export=view&id=1kPM4kEZJ-8v_xjUlXV-qk3jVMLQKx3LK,Wandot,"HOLLMAN, Gilbert B., MARTIN, Kit Adrian B., ANTONIO, Mark Peter C., BALINAS, Abigail B., EXCEDENTE, Emmanuel A., FRANCISCO, Rommel Jr G., TATLONGHARI, Chezley Clint T.",Electromechanical,Smart City,Multi-Source Switching System for E-Scooter Charging Stand,https://drive.google.com/open?id=11ZgOnVTNe8iRbjK7Jg96mFAogAnmOoD_,"This study focuses on the development of a multi-source switching system for an E-scooter charging
stand using solar panels and a vertical axis wind turbine. The project will provide an uninterrupted
power supply for the charging stand allowing E-scooters to charge continually by selecting the most
suitable power source. The switching system utilizes cloud image mapping in which it identifies the
cloud coverage measurement and will switch in or out accordingly, and wind turbine speed
measurement using an infrared sensor that measures the revolution per minute of the VAWT. The
project was deployed at the Manila Baywalk Dolomite Beach and operated for 12hrs from 6 am to 6
pm to get the most of both the sunlight and wind energy. The data were gathered through the LCD
installed inside the compartment at the base of the project. During the 12-hour operation of the
machine, the solar power operated for 7 hours 36 minutes while the wind power operated for 4 hours
and 24 minutes where it switched 18 times. In the periods the solar power source was switched on, the
average current, voltage, and power were 1.247 amps, 20.5 volts, and 27.4 watts respectively. On the
other hand, the wind power averaged 2.341 amps, 10.3 volts, and 45.6 watts. Additionally, the wind
turbine averaged a speed of 26.7 rpm. The charging stand was also able to charge a total of 175%
during its 12-hour operation. In conclusion, the prototype successfully performed switching
operations and supplied energy to the charging stand.",SDG: Goal 7: Affordable and Clean Energy
EE,ELE-48,https://drive.google.com/file/d/1-xIkhMZk-HdKnvJD3Y31eTijcxAbmKNC/view?usp=share_link,https://drive.google.com/uc?export=view&id=1-xIkhMZk-HdKnvJD3Y31eTijcxAbmKNC,Water Hyacinth,"ESPINAS, Edwin C., GOZAR, John Steve J., ALAG, Jericho R., BARZA, Cleo Nichole P., LAZARO, Camille C., SAMPAGA, Mark Froilan B., SANTILLANA, John Lloyd D.",Electromechanical,Smart Agriculture,Arduino-Based Automated Hyacinth Stalk and Skin Extractor for the Handicraft Industry,https://drive.google.com/open?id=1YDzDyTBnxaYIUCmeE-OnMvxVttjOmUja,"Water hyacinth grows in all freshwater environments and spreads rapidly by producing stolons. Due to its
fast spread, it led to overpopulation and caused negative impacts on waterways and marine transportation,
fishing, and other water activities. It reduces the circulating oxygen in water systems, resulting in poor
water quality and an adverse impact on various water lifeforms in the ecosystem. Despite its obstructive
behavior, many studies and facilities utilize the water hyacinth for handicraft purposes. The handicraft
industry processes stalks and skin by using basic equipment and techniques, such as sun drying, and
manual labor to complete a set of materials. However, no existing study has been made regarding the
automation of the skinning process. The study aims to develop an automated extractor machine that can
produce dried water hyacinth skin and cut stalks for handicrafts which will then be compared to the
gathered samples from the Taguig Waterlily Livelihood Center. The machine uses an Arduino Mega
microcontroller to operate the set parameters and photoelectric sensor to count the output. There are three
main options to operate the machine; count based, cutting, or skinning.The sample test shows that the
water hyacinth skin produced by the machine has an average thickness of 0.52 mm, and cut stalks
produced have a 1.04 mm average thickness for both 1.6 cm and 0.9 cm of width. Also, the power needed
to run the machine is 322.64 W. The result shows the machine is an average efficient way to produce skin
and cut stalks.",SDG: Goal 14: Life below water
EE,ELE-49,https://drive.google.com/file/d/1H1JAXRVJyD3gTAY7SN1iUG9SsHkjs3Gx/view?usp=sharing,https://drive.google.com/uc?export=view&id=1H1JAXRVJyD3gTAY7SN1iUG9SsHkjs3Gx,ricEE wisEE,"MAMANGON, Daniel John, CUNTAPAY, Joshua O., AREVALO, Patricia Anne R., CO, Sheryl Anne F., OCAMPO, Erika Mae G.",Electromechanical,Smart City,Automated Rice Vending Machine with Packaging Unit and Rice Level Monitoring using SMS System Notification,https://drive.google.com/open?id=1p6bYwjOQ4stBxjPWgTinEUT_klihqb4r,"Around 90% of the world’s rice is consumed in Asia, and Philippines is one of the Asian countries
which is known for having rice every mealtime. According to Department of Agriculture (2020), PSA
reported that an average Filipino consumes 325.5 grams of rice every day, which is equivalent to 118.81
kilograms annually.is project aims to supply cutting-edge technology for selling rice in order to support
our nation&#39;s rapidly expanding innovation. This paper’s main objective is to provide a rice vending
machine that operates 24 hours and has a packaging system and rice level monitoring through SMS
notification. The aim to create a convenient way of rice selling without any vendors that will monitor the
machine is considered in this study. A servo motor will be used to move the rice to the load cell, and this
cell sensor will be used to accurately measure the preferred amount of rice that the customer will
purchase. The product will be directed to the packaging system of the machine. Moreover, the customers
may pay through cash or cashless choice. For cashless payment, a QR code will be generated, and the
customer may scan the QR code through their Gcash application. A level sensor will be used to notify the
owner that the rice needs to be refilled when the rice level is at 10 kilograms. Upon multiple testing, the
project has successfully dispensed the exact amount of rice, provided the right change for the cash
payment and the accuracy of the receipt for any transactions.","SDG: Goal 9: Industry, Innovation, and Infrastructure"
ME,MEC-01,https://drive.google.com/file/d/1xyymyhaq-VpNDy52XU6nJeGkceeiJNgk/view?usp=share_link,https://drive.google.com/uc?export=view&id=1xyymyhaq-VpNDy52XU6nJeGkceeiJNgk,A-C's,"HOLLMAN, Sandra A., ABILA, Ivan Jeremy V., BUNDALIAN, Queenie R., CANOY, Ryan Joshua B., CHAVEZ, Alyssa Jamie S., CRISTOBAL, Crystal Jade F.",Electromechanical,Sustainable and Environmental Engineering,Design and Innovation of Solar-Powered Residential Wastewater Treatment System with Coconut Coir as an Additional Filter Component for Class B: Recreational Water Class I,https://drive.google.com/open?id=1pmN6pXOSckgK7NsPkeujWi_6T8cWPl0N,"9 million of the country&#39;s 101 million inhabitants still experience problems with inadequate,
unhealthy, and unsustainable water sources. Not only do rural communities and low-income
urban cities experience inadequate and inconsistent water delivery. The study is about the design
and fabrication of wastewater treatment system using coconut coir as an additional filter that can
be used in lowland areas that are known for scarcity of useable water. This study is focused on
filtering and disinfecting residential wastewater except human waste into Class B: Recreational
Water Class I.
In 2012, Meycauayan, one of the cities in Bulacan, was mentioned in the news on 24 Oras where
in, it has lowland areas that are easy to flood, and some barangays, including Saluysoy, were
unable to get water supply because of the high flood level and the slow progress of subsidence.
As rainfall decreased by more than 50% throughout these times, there was widespread dryness in
both urban and rural regions. The urban poor are most impacted by this drop in rainfall because
they are directly affected by the decreasing availability of drinkable water, rising water prices,
and hampered access to hygiene and sanitation services. So, in big urban centers, droughts are
becoming a top concern for risk governance. The best way to minimize and adapt to the effects
of the drought caused by El Niño appears to be through local climate adaptation plans (LCAP),
which are influenced by science and contextual factors.",SDG: Goal 3: Clean Water and Sanitation
ME,MEC-03,https://drive.google.com/file/d/1baTM3bWIK6XcftUFpBYRbuG4Fj9m5RNj/view?usp=share_link,https://drive.google.com/uc?export=view&id=1baTM3bWIK6XcftUFpBYRbuG4Fj9m5RNj,BH6,"OCAMPO, Ross Patrick Y., DAZO, Joven Luis A., BAYANI, John Rey B., BUIZON, John Mark R., FAJARDO, Jomari Teo B., UNGCO, Andrew James T.",Electromechanical,Material and Field Testing,Design and Fabrication of Stair-Climbing Hand Truck Convertible to Platform Truck for 5-Gallon Water Container in Water Station Delivery Service,https://drive.google.com/open?id=1EKYXteNy4F64q7cR064lfHRSNFgLxedc,"In the Philippines, 5-gallon water containers are one of the most common loads moved and lifted mainly
in offices. Since elevators are frequently used in such establishments, the water containers are manually
delivered to higher floor levels through the use of stairs. This way of transporting loads may pose a threat
on the health of the delivery man, such health issues may include physical strain resulting in back injuries.
This study aimed to develop a stair-climbing hand truck with a load capacity of 100 kg which is also
transformable into a platform truck that has a capacity of 180 kg. This study shows that the utilization of
the stair-climbing hand truck resulted in reduced delivery time of 5-gallon water containers when
traversing the stairs. The tri-star wheel design could operate effectively with a step height of up to 18 cm
and step tread of at least 14 cm. Overall hand truck design is ergonomic as the resulting initial pushing
and pulling force required is less than 320N. This stair-climbing hand truck achieved satisfactory
evaluation in terms of ease of use and safety based on survey. It can be concluded that utilization of this
stair-climbing hand truck resulted in a reduction of physical strain and lower likelihood of experiencing
injuries.","SDG: Goal 9: Industry, Innovation, and Infrastructure"
ME,MEC-04,https://drive.google.com/file/d/111jS2LGfF-sgtVJX0h6FnKK7pFv9Wnz6/view?usp=share_link,https://drive.google.com/uc?export=view&id=111jS2LGfF-sgtVJX0h6FnKK7pFv9Wnz6,Boiler Group,"MAG-ISA, Alexander, Engr. PME., MALVAR, Philippe Andrei, Engr., ALEDIA, Ramil N., Engr., BAYANI, Dexter Jade S., FABRO, Tanya Margaret L., FLORES, Vicky M., FRANCILOSO, Eric Joshua C., HUENDA, John Paul T., JULIANDA, Mark Angelo A., LOZANO, Jeremiah Cyril D., MANALLO, Sanvicjoe M., OPEÑA, Jessrael S., RIANO, Xander Regor R.,",Electromechanical,Mechanical Engineering Laboratory Apparatus,Design and Development of Kerosene-Fired Horizontal Fire Tube Boiler with 1 Boiler Horsepower for a Simple Rankine Cycle,https://drive.google.com/open?id=1wD3dkWc5ypsIphaLBtiP-iE8L_Pvj4B5,"The design and development of a kerosene-fired horizontal fire tube boiler with 1 Boiler
Horsepower for a simple Rankine cycle is a significant undertaking that can greatly impact industrial
and power generation processes. The simple Rankine cycle is a thermodynamic cycle commonly used
in power generation, consisting of a heat source, a boiler, a turbine, and a condenser. The kerosene-
fired horizontal fire tube boiler with 1 Boiler Horsepower is designed to produce steam efficiently and
safely for the simple Rankine cycle. The successful design and development of this boiler requires a
deep understanding of thermodynamics, heat transfer, and combustion processes, as well as attention
to safety and environmental concerns.
The proposed experimental approach involves material selection, boiler design,
manufacturing, installation, fuel selection, combustion testing, thermal efficiency testing, safety
testing, long-term testing, and data analysis. By following this approach, we can ensure the successful
design and development of a high-efficiency, reliable, and cost-effective boiler system that can
generate significant amounts of electrical power.
The results of the project demonstrate a high level of success in achieving the desired goals,
with the boiler achieving an efficiency of 85% and producing at least 100 watts of electrical power.
This efficiency level indicates a highly efficient and cost-effective system that can lead to reduced fuel
consumption and lower emissions, with implications for the energy industry. Further research and
development in this area can lead to even more significant improvements in energy efficiency and
production.",SDG: Goal 4: Quality Education
ME,MEC-05,,#N/A,Buko Juice,"HOLLMAN, Sandra A., GATCHALIAN, John Aaron B., BABATE, Jameel Farooq S., DARVIN, Joseph Aaron M., MACATANGAY, John Kenneth E., SUPERABLE, Alfren David P.",Electromechanical,Smart Agriculture,Design and Development of Cocopeat Production Machine,https://drive.google.com/file/d/1o4TIjNyPk2c3-GPPgG7LX_d-0f2gnOaH/view,"The goal of this study was to produce cocopeat that is agriculturally-ready and to help small to
medium scale coconut farms in gaining another source of income by designing and fabricating a
cocopeat production machine with a sterilizing drum. A 10hp diesel engine was used to operate the
machine. The decorticating drum is used to separate coir dusts and coir fibers from the coconut husks.
Then, the gathered coir dust was put in the heating drum for five minutes for sterilization. The
cocopeat production machine was tested to determine the gravimetric ratio of the input and output of
the coconut husks. The considered amount to achieve was at least fifty percent (50%), respectively.
The produced cocopeat was tested and compared with the market available cocopeat. The cocopeat’s
electrical conductivity was tested by diluting one part of the specimen in two parts of deionized water
for fifteen minutes and achieving less than 1 mS/cm. The pH level was also tested using the same
procedure as the electrical conductivity and a 5-7 pH level was achieved. The results of this study
indicated that the properties of cocopeat can be improved through sterilization. The cocopeat
production machine installed with a sterilizing drum serves its purpose of forming the coconut husks
in generating good quality cocopeat and of avoiding coco fiber waste.",SDG: Goal 12: Responsible Consumption and Production
ME,MEC-12,https://drive.google.com/file/d/1XaBtceouNvyvkcXWJ0nNiiJ9tfIniOhq/view?usp=share_link,https://drive.google.com/uc?export=view&id=1XaBtceouNvyvkcXWJ0nNiiJ9tfIniOhq,El Grupo del Cacao,"DARILAG, Almira H., SANTOS, Craig Lance A., BELASCUAIN, Joelle Asia S., CANELA, Ruth Margaret C., TAWAT, John Reyster E., VASQUEZ, Janelo Miguel V.",Electromechanical,Smart Agriculture,"Design and Fabrication of Cacao Fruit-Slicing and Bean-Separating Machine for Barangay Subic Ibaba in Agoncillo, Batangas",https://drive.google.com/open?id=1XlKyd-3EewqiHi6L1Qj11x6mLQ3-LYfS,"Slicing cacao and separating its beans from the pods are strenuous tasks done by small cacao farms
and cacao-producing communities in Agoncillo, Batangas. With a large quantity of cacao produced
within the area, the lack of machinery and equipment deescalates their potential economic growth and
production capacity. Developing a sustainable model that integrates a modern post-harvesting method
that processes large quantities of cacao pods in a short amount of time and reduces work effort could
address the challenges faced by cacao farmers. Therefore, the researchers designed and fabricated a
cacao fruit-slicing and bean-separating machine that can efficiently and productively streamline the
cacao processing in the said community. As designed, the machine consists of a slicing assembly
running at 12 rpm that slices 80 cacao fruits within one minute and a separating assembly that utilizes
a cam and follower mechanism to separate and collect a total minimum of 90% of cacao beans from
its pods. The machine runs on a one-hp motor running at 500 rpm coupled to a transmission shaft that
consists of pulleys, belts, and sprockets. The results show the machine successfully sliced 80 cacao
pods per minute. Meanwhile, the collected and separated beans from its pod have a ratio of 2:25 by
accounting for the total undamaged cacao beans per batch which leads to an 8% loss.",SDG: Goal 8: Decent Work and Economic Growth
ME,MEC-13,https://drive.google.com/file/d/1cB--5bsh0wTd9bWvqrRATjC_UiRR3jRO/view?usp=share_link,https://drive.google.com/uc?export=view&id=1cB--5bsh0wTd9bWvqrRATjC_UiRR3jRO,Fermented Fish Silage Fertilizer,"GANOTISI, John Dennice ., BALAWEN, Marczon V., Chavez, Khyle Paolo A., Caparas, Eugene., Magno, Francis Joseph R., Matala, Wilfredo Jr., C. San Miguel, Inohvic N.",Electromechanical,Smart Agriculture,Design and Fabrication of an Air-Tight Fermentation Machine for the Production of Fish Silage Fertilizer from the Wet Market Waste in Muntinlupa City,https://drive.google.com/open?id=1JApgqruHz7wfnnW9yhjOZkyC5SUcGpab,"The aim of this study is to create and produce a fish silage machine to develop ecological
modernization where the machine will utilize fish waste from Alabang wet market as fish waste is a huge
problem in this city. Where a huge number of percentages of waste in the wet markets is from fish waste
and are not utilized. The study focused on the mechanical engineering application where the
researchers identified the proper procedure to create and fabricate the machine. The machine is a
controlled fermentation tank that will operate using impellers that is ran by a low rpm motor and
will be monitored by a pressure gauge to ensure the safety of the tank from uprising pressure
from the silage and a pH analog to measure the level of pH of the silage to determine if it
reached to the stable 4 or below 4.5 pH level for fertilizer usage. The theory from different
related literatures supports the feasibility of this study, also the study is supported with
experimentations and data analysis that leads us to develop a fermentation process to create
fertilizers supplement for plants. This paper derives from an in-depth study of literatures
focusing on fermentation and mechanical engineering applications. Thus, the study asks for a
methodological relation between research design Project, development conceptualization ending
in operation and testing procedure, product testing and comparison to the manual procedure.",SDG: Goal 12: Responsible Consumption and Production
ME,MEC-14,https://drive.google.com/file/d/18CWm8QbcDtj2SUIRtBw3vNJjRoCulozJ/view?usp=share_link,https://drive.google.com/uc?export=view&id=18CWm8QbcDtj2SUIRtBw3vNJjRoCulozJ,flexi,"CAAY, Antiro M., DE GUZMAN, Aron S., DE LEON, Ashlee C., GENABE, Ralph Gabriel A., NATIVIDAD, Mark Adriel T., VIÑAS, Allen Patrick M. ",Electromechanical,BioMedical Engineering and Assistive Technology,Design and Fabrication of a Reusable Self-retaining Retractor with Compliant Mechanism for the Philippine General Hospital,https://drive.google.com/open?id=1ZDA2fS3CvHbp7oe1Kxce6b1ZuQbPDMgi,"One of the problems on medical field in the Philippines is the scarcity on medical equipment
since most of the materials come from imports from other countries. Majority of the Philippines’ medical
supplies are imported from the ASEAN region. The problem of insufficient medical supplies and
equipment became worse as the demand reach its peak as the COVID-19 pandemic arise in 2020. In this
major concern, the Philippine General Hospital, and other public hospitals in the Philippines were more
affected as it caters more patients. That being the case, the researchers of this study aimed to design a
reusable self-retaining retractor with compliant mechanism which will be locally manufactured through
3D-printing. The researchers designed two prototypes: two-leg retractor and four-leg retractor. It was
composed of retractor leg, thumb screw, elastic band and a stainless-steel hook. A 7-kg swine was used
on the swine testing to ensure the functionality of the device. The two-leg retractor was attached to the
swine anus and it was able to hold the retracted anus for 2 hours. The same procedure was also performed
to the four-leg retractor and it also exceed two hours of retraction without failure in the overall assembly.
The cost of manufacturing the Polylactic Acid retractor with compliant mechanism using 3D printing was
60-65% cheaper than the commercially available and imported retractor.",SDG: Goal 3: Health and Well-being
ME,MEC-15,https://drive.google.com/file/d/1eVBV1HT2R2ZAGDoDALLBkxHnqXEEcTex/view?usp=share_link,https://drive.google.com/uc?export=view&id=1eVBV1HT2R2ZAGDoDALLBkxHnqXEEcTex,Greasely Bear,"ZAPANTA, Carlos E., LAPIÑA, Praxedes Bjerna., ABOT, Janine T., DE LEON, Ralph Vincent A., PACHECO, Aprille S., PENOLIAR, Francis John S. ",Electromechanical,Mechanical Engineering Laboratory Apparatus,Design and Development of Hydraulic Hot Press Machine for Plywood and Particleboard Pressing,https://drive.google.com/open?id=18XKJBGXdsMGadl82PwUAqbapxyN6ABVO,"Hydraulic hot press machine is a crucial equipment used in the manufacturing process of particle
board and plywood, a composite material widely used in the construction industry for its durability
and cost-effectiveness. The machine applies high pressure and temperature to wood particles,
adhesives, and other materials to form a dense and strong composite material. The hydraulic system in
the machine applies pressure evenly across the board, ensuring uniformity in the density and thickness
of the final product. The use of heat in the process also enhances the bonding of the particles,
resulting in a strong and durable particle board. The machine enables efficient and cost-effective
manufacturing of particle board, reducing production time and costs while improving the quality of
the final product. It also contributes to the responsible use of natural resources by utilizing wood
particles and other materials that would have otherwise gone to waste. The machine&#39;s ability to
produce uniform boards ensures consistency in the particle board&#39;s quality, reducing the need for
material replacement and reducing waste. The testing process involves placing the plywood samples
with adhesive into the machine, after which the pressure required for bonding the plywood is
regulated by adjusting the temperature. The pressure is then calculated and documented during the
binding process.",SDG: Goal 12: Responsible Consumption and Production
ME,MEC-16,https://drive.google.com/file/d/1zAk7At413rsyR9arYnZY_7ISUIt2DsOg/view?usp=share_link,https://drive.google.com/uc?export=view&id=1zAk7At413rsyR9arYnZY_7ISUIt2DsOg,Greywater,"GAZO, Alvin U., MIÑOZA, Dominick James C., BENITEZ, Jose Ramil Jr. A., DELGADO, Don Rich Well M., LARRAGA, John Luis A., YANSON, Patrick James M.",Electromechanical,Sustainable and Environmental Engineering,Design and Fabrication of a Greywater Recycling System for Home Installation,https://drive.google.com/open?id=1GsncEY5p7kNLB0VLDifPB-NO1hWK_roI,"The rapid growth of the world’s population has led to an increase in water abstraction, which resulted in
water scarcity in many parts of the world. Greywater recycling is one of the most effective methods of
reducing water usage and conserving water resources. As such, the researchers of this study aimed to
develop a water treatment system using greywater for households and small establishments that can be an
alternative water source and reduce wastewater. The system includes a greywater storage tank, a filtration
system, and a disinfection unit. Initially, the greywater goes into a catch basin, which then passes through
a filtration system, which removes solid particles and other impurities from the water. Afterward, the
filtered water will flow through an ultraviolet (UV) light to kill bacteria and other harmful
microorganisms. The final product is clean, safe, and ready for reuse for flushing toilets, gardening, and
general washing. The researchers used Solidworks to design the system. It was constructed with readily
available materials such as PVC pipes, valves, and fittings. The source of greywater is laundry water. The
researchers used five parameters identified as Biological Oxygen Demand, ph levels, Total Coliforms,
Total Suspended Solids, and Turbidity to assess if the filtered water passed the guidelines set by the
authorities. The results show that the system helped decrease the parameter levels by 80% to 95% of the
raw greywater and passed the standards.",SDG: Goal 6: Clean Water and Sanitation
